telegram_index,telescope,source
2404_atel,"['gamma', 'maxi']",['source not found']
2406_atel,"['hubble', 'fast', 'most', 'spitzer']","['ngc 300', 'star']"
2407_atel,"['rxte', 'maxi']","['globular cluster', 'pulsar']"
10357_gcn,"['suzaku', 'swift']",['grb']
2408_atel,"['gamma', 'fermi']",['blazar']
2409_atel,['telescope not found'],['star']
2410_atel,['rxte'],['black hole']
2411_atel,['himalayan chandra telescope'],['source not found']
2413_atel,"['gamma', 'fermi']",['source not found']
10358_gcn,"['integral', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
2412_atel,"['integral', 'isgri', 'gamma']",['source not found']
2414_atel,"['gamma', 'fermi']",['radio source']
2416_atel,"['agile', 'fermi', 'gamma']",['gamma-ray source']
2417_atel,['telescope not found'],['source not found']
2418_atel,['swift'],"['sgr', 'classical nova']"
2419_atel,['swift'],"['total', 'sao']"
2420_atel,"['agile', 'fermi', 'swift', 'gamma']","['x-ray source', 'radio source', 'gamma-ray source']"
10359_gcn,['maxi'],"['x-ray source', 'x-ray binary', 'grb']"
2421_atel,"['agile', 'fermi', 'most', 'swift', 'gamma']",['source not found']
10360_gcn,['swift'],['grb']
10363_gcn,"['suzaku', 'fermi']",['grb']
10374_gcn,['telescope not found'],"['grb', 'galaxy', 'gemini']"
10373_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
10372_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
10371_gcn,['swift'],['grb']
10370_gcn,['swift'],"['grb', 'gemini']"
10365_gcn,"['south telescope', 'gemini south']","['grb', 'gemini', 'total']"
10368_gcn,['swift'],['grb']
10367_gcn,['swift'],['grb']
10366_gcn,['telescope not found'],"['grb', 'gemini']"
2424_atel,"['swift', 'rxte', 'maxi']","['moon', 'sun']"
2423_atel,"['most', 'swift']",['white dwarf']
2422_atel,"['most', 'hubble', 'hubble space telescope']","['galaxy', 'star']"
10369_gcn,"['gamma', 'swift']",['grb']
10361_gcn,['swift'],"['x-ray source', 'grb']"
10364_gcn,['telescope not found'],['grb']
10362_gcn,['wis'],['grb']
10387_gcn,['wis'],"['grb', 'star']"
10375_gcn,['telescope not found'],['source not found']
10376_gcn,['swift'],"['x-ray source', 'grb']"
2425_atel,"['rxte', 'maxi']",['source not found']
10377_gcn,['palomar'],['grb']
10379_gcn,['swift'],['grb']
10378_gcn,['swift'],['grb']
10381_gcn,"['swift', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
10382_gcn,['swift'],['grb']
10383_gcn,['swift'],"['grb', 'cloud', 'total']"
10385_gcn,['swift'],['grb']
10386_gcn,['wis'],['grb']
10380_gcn,['telescope not found'],['source not found']
10396_gcn,['swift'],"['grb', 'total']"
10388_gcn,['telescope not found'],['grb']
10397_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
10395_gcn,['telescope not found'],"['grb', 'gemini', 'galaxy', 'total']"
10394_gcn,['swift'],['grb']
10393_gcn,"['fermi', 'master', 'pulkovo observatory']",['grb']
10390_gcn,['telescope not found'],"['grb', 'vega', 'galaxy']"
10391_gcn,"['swift', 'master', 'pulkovo observatory']",['grb']
10389_gcn,['telescope not found'],['galaxy']
10392_gcn,['telescope not found'],"['grb', 'star']"
2426_atel,"['rxte', 'maxi']",['pulsar']
10398_gcn,['telescope not found'],['grb']
10399_gcn,['telescope not found'],"['grb', 'gemini', 'galaxy', 'total']"
2429_atel,"['swift', 'gamma', 'william herschel telescope']","['radio source', 'gamma-ray source', 'optical source']"
2427_atel,['maxi'],['pulsar']
2431_atel,"['magic', 'integral', 'hess', 'gamma']","['nebula', 'radio galaxy', 'galaxy']"
2430_atel,['swift'],['x-ray source']
2428_atel,"['agile', 'fermi', 'swift', 'gamma']",['source not found']
10400_gcn,"['south telescope', 'gemini south']","['grb', 'galaxy', 'gemini']"
2434_atel,"['swift', 'merlin']",['source not found']
2433_atel,['ratan-600'],"['x-ray source', 'radio source', 'blazar']"
2432_atel,['merlin'],['source not found']
10402_gcn,['telescope not found'],"['grb', 'star']"
10401_gcn,['swift'],"['x-ray source', 'grb']"
2436_atel,"['most', 'gamma']",['blazar']
2435_atel,['swift'],['vega']
2437_atel,"['magic', 'gamma', 'european vlbi network']","['radio galaxy', 'galaxy', 'total']"
10411_gcn,['swift'],"['x-ray source', 'grb', 'total']"
10410_gcn,['telescope not found'],"['grb', 'galaxy', 'gemini']"
10409_gcn,['telescope not found'],['source not found']
10408_gcn,['swift'],"['grb', 'optical source']"
10407_gcn,['telescope not found'],"['grb', 'star']"
10406_gcn,"['swift', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
10405_gcn,['swift'],['grb']
10404_gcn,['swift'],['grb']
10403_gcn,['swift'],['grb']
2438_atel,"['australia telescope compact array', 'european vlbi network']",['source not found']
10412_gcn,['swift'],"['x-ray source', 'grb']"
10414_gcn,['swift'],['grb']
10416_gcn,['swift'],['grb']
10421_gcn,['swift'],['grb']
2439_atel,['telescope not found'],['source not found']
10420_gcn,['swift'],['grb']
10419_gcn,['swift'],"['grb', 'vega']"
10418_gcn,['swift'],['grb']
10417_gcn,['swift'],['grb']
10423_gcn,['swift'],['grb']
10415_gcn,['telescope not found'],['grb']
10413_gcn,['wis'],['grb']
10422_gcn,['telescope not found'],"['grb', 'gemini']"
10426_gcn,['swift'],"['grb', 'total']"
10425_gcn,['swift'],"['grb', 'total']"
10424_gcn,['swift'],['grb']
2440_atel,"['gamma', 'fermi']",['blazar']
2441_atel,"['most', 'integral', 'rosat']","['radio galaxy', 'supernova remnant', 'supernova', 'radio source', 'galaxy']"
10427_gcn,['most'],['grb']
2442_atel,['swift'],"['x-ray source', 'white dwarf', 'sgr', 'total']"
2448_atel,"['planck', 'fast']","['pan', 'galaxy', 'supernova']"
2447_atel,['crts'],"['galaxy', 'supernova', 'star']"
2446_atel,"['rossi x-ray timing explorer', 'fast']",['pulsar']
2445_atel,['hiltner telescope'],"['supernova remnant', 'supernova', 'star']"
2444_atel,['maxi'],['bl lac']
2443_atel,['gamma'],"['nebula', 'blazar']"
2449_atel,['most'],['source not found']
10429_gcn,['keck 1'],"['grb', 'galaxy', 'total']"
10430_gcn,['swift'],"['x-ray source', 'grb']"
10431_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
10432_gcn,['swift'],['grb']
10433_gcn,['palomar'],['grb']
10434_gcn,['swift'],['grb']
10435_gcn,['swift'],"['x-ray source', 'grb']"
2450_atel,['australia telescope compact array'],"['radio source', 'galaxy', 'supernova']"
10428_gcn,"['swift', 'fermi']","['grb', 'leda', 'galaxy']"
2451_atel,['telescope not found'],['white dwarf']
10437_gcn,['swift'],['grb']
10439_gcn,['swift'],['grb']
10445_gcn,['telescope not found'],['grb']
10444_gcn,['swift'],['grb']
10443_gcn,"['south telescope', 'gemini south']","['galaxy', 'gemini']"
10442_gcn,['swift'],"['x-ray source', 'grb']"
10441_gcn,['telescope not found'],"['grb', 'galaxy', 'total']"
10440_gcn,['telescope not found'],['grb']
10438_gcn,['nordic optical telescope'],['grb']
10436_gcn,"['swift uvot', 'swift']","['galaxy', 'grb']"
2452_atel,['telescope not found'],"['x-ray source', 'white dwarf', 'total', 'star']"
10446_gcn,['swift'],"['grb', 'total']"
2453_atel,"['hubble', 'palomar', 'william herschel telescope', 'swift', 'hubble space telescope']",['supernova']
2456_atel,"['gamma', 'fermi']","['quasar', 'blazar']"
2455_atel,"['swift', 'integral', 'isgri']",['total']
2454_atel,"['agile', 'fermi', 'gamma']","['bl lac', 'blazar']"
10447_gcn,['swift'],['source not found']
10448_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
10451_gcn,['swift'],['grb']
2458_atel,['telescope not found'],['source not found']
2457_atel,"['swift', 'integral', 'rosat']","['x-ray source', 'galaxy']"
10449_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
10450_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
10455_gcn,['swift'],"['galaxy', 'grb']"
10456_gcn,"['azt-11', 'swift']","['grb', 'star']"
10457_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
10454_gcn,['telescope not found'],['grb']
10452_gcn,['telescope not found'],['grb']
2459_atel,"['integral', 'faulkes telescope south']",['black hole']
10453_gcn,"['azt-11', 'swift']","['grb', 'galaxy', 'star']"
2460_atel,"['agile', 'fermi', 'swift', 'westerbork synthesis radio telescope', 'gamma']","['total', 'radio source']"
10458_gcn,['swift'],"['x-ray source', 'grb']"
10459_gcn,['swift'],['grb']
10460_gcn,['swift'],['grb']
10461_gcn,['telescope not found'],"['grb', 'star']"
2462_atel,['maxi'],['source not found']
10468_gcn,['swift'],"['grb', 'gemini']"
10467_gcn,"['swift', 'fast']",['grb']
10465_gcn,['telescope not found'],"['grb', 'gemini']"
10466_gcn,['telescope not found'],"['grb', 'gemini']"
10463_gcn,"['swift', 'master', 'pulkovo observatory']",['grb']
10462_gcn,['swift'],['grb']
2461_atel,['telescope not found'],"['neutron star', 'star']"
10464_gcn,"['pika', 'swift']","['grb', 'total']"
10469_gcn,['telescope not found'],['grb']
10470_gcn,['swift'],"['x-ray source', 'grb', 'total']"
10471_gcn,['palomar'],['source not found']
10473_gcn,['telescope not found'],"['grb', 'gemini']"
10474_gcn,['swift'],['grb']
10475_gcn,['swift'],"['grb', 'star']"
10479_gcn,['swift'],['grb']
10478_gcn,['telescope not found'],"['grb', 'gemini', 'total']"
10477_gcn,['swift'],['grb']
10476_gcn,['swift'],['grb']
2463_atel,"['most', 'swift', 'fast']",['source not found']
2464_atel,"['integral', 'isgri', 'maxi']",['total']
10480_gcn,['telescope not found'],['source not found']
2465_atel,['integral'],['x-ray binary']
2466_atel,"['most', 'swift']",['total']
10481_gcn,['telescope not found'],"['grb', 'gemini']"
2467_atel,"['maxi', 'swift', 'integral', 'rxte']","['neutron star', 'star']"
2468_atel,['telescope not found'],['galaxy']
2469_atel,['telescope not found'],['source not found']
2470_atel,['palomar'],"['supernova', 'galaxy', 'gemini']"
2471_atel,"['swift', 'palomar']","['galaxy', 'supernova']"
2472_atel,['allen telescope array'],"['supernova', 'total']"
2473_atel,['palomar'],['total']
2474_atel,['telescope not found'],['source not found']
2477_atel,"['swift', 'fast']",['total']
10482_gcn,['telescope not found'],"['grb', 'total']"
2475_atel,['fast'],['source not found']
2476_atel,"['rxte', 'maxi']",['source not found']
10483_gcn,['most'],"['x-ray binary', 'grb', 'high mass x-ray binary']"
2478_atel,['swift'],['x-ray source']
2479_atel,['westerbork synthesis radio telescope'],"['supernova', 'radio source']"
2480_atel,['telescope not found'],['supernova']
10510_gcn,['swift'],['grb']
10511_gcn,['swift'],"['galaxy', 'grb']"
2484_atel,"['agile', 'fermi', 'gamma']",['blazar']
10486_gcn,['swift'],['source not found']
2482_atel,"['integral', 'isgri']","['x-ray binary', 'grb', 'high mass x-ray binary']"
2481_atel,['telescope not found'],['galaxy']
10485_gcn,['swift'],['x-ray source']
2483_atel,['telescope not found'],"['radio source', 'galaxy', 'total']"
10508_gcn,['swift'],['grb']
10509_gcn,['swift'],['grb']
10506_gcn,['swift'],['grb']
10487_gcn,['telescope not found'],['grb']
10488_gcn,['telescope not found'],['grb']
10489_gcn,['swift'],"['x-ray source', 'grb']"
10490_gcn,['swift'],['source not found']
10491_gcn,['swift'],"['x-ray source', 'grb']"
10492_gcn,['maxi'],['x-ray source']
10493_gcn,['swift'],"['grb', 'total']"
10494_gcn,"['most', 'swift']",['grb']
10495_gcn,['telescope not found'],"['grb', 'total']"
10496_gcn,['swift'],"['x-ray source', 'grb']"
10497_gcn,['telescope not found'],['grb']
10498_gcn,['swift'],['grb']
10499_gcn,['swift'],['grb']
10500_gcn,['swift'],['grb']
10501_gcn,['swift'],['grb']
10502_gcn,['swift'],['grb']
10503_gcn,['swift'],['grb']
10484_gcn,['swift'],['grb']
10505_gcn,['swift'],['grb']
10507_gcn,['swift'],['grb']
10504_gcn,['swift'],['grb']
2485_atel,['telescope not found'],['galaxy']
2486_atel,"['swift', 'fermi', 'gamma']","['x-ray source', 'nebula', 'gamma-ray source']"
10515_gcn,['swift'],['grb']
10517_gcn,['swift'],['grb']
10520_gcn,['swift'],"['galaxy', 'grb']"
10519_gcn,['swift'],"['grb', 'gemini']"
10518_gcn,['swift'],['grb']
10516_gcn,['swift'],"['grb', 'total']"
10512_gcn,['telescope not found'],"['galaxy', 'grb']"
10514_gcn,"['gamma', 'swift']","['grb 060218', 'grb', 'grb 060218 - sn']"
10513_gcn,['telescope not found'],"['grb', 'galaxy', 'gemini']"
2488_atel,['hale'],['source not found']
10524_gcn,['swift'],"['grb', 'grb 060218', 'supernova', 'galaxy']"
10523_gcn,['telescope not found'],"['grb', 'supernova', 'galaxy', 'gemini']"
10522_gcn,['swift'],['grb']
10521_gcn,['swift'],"['grb', 'star']"
2487_atel,"['swift', 'fermi', 'gamma']","['x-ray source', 'cygnus', 'gamma-ray source', 'symbiotic star', 'galaxy', 'star']"
2489_atel,['palomar'],['supernova']
10527_gcn,"['swift', 'master', 'pulkovo observatory']",['grb']
10528_gcn,['swift'],"['sgr', 'total']"
10525_gcn,['gemini south'],"['grb', 'gemini', 'supernova']"
10526_gcn,"['gamma', 'swift']","['grb', 'supernova remnant', 'supernova']"
2490_atel,"['crts', 'palomar']","['galaxy', 'supernova', 'star']"
2491_atel,"['hale', 'palomar']",['supernova']
10533_gcn,['australia telescope compact array'],"['galaxy', 'grb']"
2492_atel,"['swift uvot', 'swift', 'palomar']",['supernova']
10529_gcn,['swift'],['source not found']
10530_gcn,['swift'],['source not found']
10531_gcn,['swift'],"['grb', 'sgr']"
10532_gcn,"['swift', 'master']",['grb']
10534_gcn,"['swift', 'rxte', 'gamma']","['x-ray source', 'sgr']"
10535_gcn,['gamma'],"['x-ray source', 'sgr']"
10537_gcn,['gamma'],['sgr']
10538_gcn,"['gamma', 'swift']",['sgr']
10536_gcn,['gamma'],['sgr']
2497_atel,['gamma'],"['pulsar', 'star']"
2495_atel,"['gamma', 'swift']",['sgr']
2496_atel,"['suzaku', 'integral', 'isgri', 'rxte']","['x-ray binary', 'be star', 'star']"
10541_gcn,['most'],"['grb', 'galaxy', 'supernova', 'young stellar']"
10540_gcn,['swift'],['sgr']
10539_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
2498_atel,"['integral', 'fermi']","['x-ray binary', 'total', 'high mass x-ray binary']"
2500_atel,"['rxte', 'swift']","['x-ray source', 'globular cluster']"
2499_atel,"['ratan-600', 'fermi']",['radio source']
10542_gcn,['swift'],"['x-ray binary', 'grb', 'neutron star', 'star']"
2501_atel,"['most', 'gamma', 'lick']","['grb', 'galaxy', 'supernova']"
2502_atel,['hale'],['source not found']
2505_atel,"['rxte', 'integral']",['source not found']
10544_gcn,['swift'],['grb']
2503_atel,['lick'],"['galaxy', 'grb']"
2504_atel,"['nordic optical telescope', 'liverpool telescope']","['pan', 'galaxy', 'gemini']"
2508_atel,"['crts', 'palomar']","['galaxy', 'supernova']"
2507_atel,['fast'],['source not found']
2506_atel,"['gamma', 'fermi']","['star', 'symbiotic star']"
2513_atel,['telescope not found'],['supernova']
2512_atel,"['agile', 'gamma']","['cygnus x-1', 'cygnus']"
2511_atel,"['gamma', 'fermi']",['gamma-ray source']
2510_atel,"['fermi', 'magic', 'gamma']","['cluster of galaxies', 'nebula', 'radio galaxy', 'ic310', 'perseus', 'galaxy']"
2509_atel,"['swift', 'integral', 'isgri', 'gamma']","['sgr', 'scutum', 'total']"
2514_atel,['telescope not found'],['source not found']
10546_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
2515_atel,"['swift', 'gamma', 'parkes radio telescope']","['total', 'pulsar']"
10547_gcn,['swift'],"['grb', 'supernova', 'grb980425']"
10545_gcn,['swift'],['grb']
2516_atel,['gamma'],['source not found']
2517_atel,"['gamma', 'fermi']","['gamma-ray source', 'quasar', 'blazar']"
2518_atel,"['rxte', 'swift']",['black hole']
2521_atel,"['australia telescope compact array', 'swift', 'gamma']","['sgr', 'total']"
2520_atel,"['swift', 'fast']",['source not found']
2519_atel,['telescope not found'],"['maser', 'star']"
10549_gcn,"['swift', 'fermi', 'gamma']","['sgr 1806-20', 'sgr', 'gamma-ray burst']"
2522_atel,['gamma'],['source not found']
2524_atel,['maxi'],['x-ray source']
2523_atel,"['rossi x-ray timing explorer', 'rxte']",['black hole']
10550_gcn,"['suzaku', 'fermi']",['grb']
10551_gcn,"['gamma', 'fermi']",['gamma-ray burst']
10552_gcn,['maxi'],['x-ray source']
10553_gcn,['fermi'],"['grb', 'total']"
2525_atel,['australia telescope compact array'],['black hole']
10557_gcn,['integral'],['grb']
10554_gcn,"['suzaku', 'fermi']",['grb']
10556_gcn,['telescope not found'],"['grb', 'total']"
10558_gcn,"['swift', 'integral']","['galaxy', 'grb']"
10555_gcn,['isgri'],['grb']
2528_atel,"['gamma', 'fermi']","['gamma-ray source', 'quasar']"
2527_atel,['maxi'],"['x-ray source', 'x-ray binary', 'transient event']"
2526_atel,['swift'],['source not found']
10559_gcn,"['integral', 'swift']","['x-ray source', 'grb']"
10560_gcn,"['agile', 'gamma']",['grb']
10561_gcn,['swift'],"['x-ray source', 'pulsar']"
2530_atel,"['most', 'integral', 'isgri', 'rxte']",['source not found']
2529_atel,['allen telescope array'],['total']
2531_atel,"['gamma', 'fermi']",['blazar']
10563_gcn,['swift'],['grb']
10565_gcn,['telescope not found'],['grb']
10566_gcn,"['agile', 'swift']",['grb']
10567_gcn,['swift'],['source not found']
10568_gcn,"['swift', 'fermi', 'gamma']","['grb', 'gamma-ray burst', 'total']"
2532_atel,['telescope not found'],"['supernova', 'galaxy', 'total', 'star']"
10564_gcn,['suzaku'],['grb']
10572_gcn,['swift'],"['grb', 'total']"
10569_gcn,"['swift', 'fermi']","['x-ray source', 'grb']"
10570_gcn,"['swift', 'fermi']",['grb']
10571_gcn,"['swift', 'master', 'pulkovo observatory']",['star']
10573_gcn,['telescope not found'],['grb']
10574_gcn,['telescope not found'],['grb']
10576_gcn,"['swift', 'integral', 'master', 'pulkovo observatory']","['grb', 'star', 'pulsar']"
10575_gcn,"['swift', 'master', 'pulkovo observatory']",['star']
10577_gcn,['telescope not found'],['grb']
2533_atel,"['swift', 'rxte', 'maxi']",['x-ray binary']
2536_atel,"['gamma', 'european vlbi network']","['classical nova', 'radio source', 'symbiotic star', 'total', 'star']"
2535_atel,"['bok telescope', 'fermi', 'gamma']",['source not found']
2534_atel,"['fermi', 'gamma', 'vela']","['pulsar', 'blazar']"
2537_atel,"['rxte', 'maxi']","['x-ray binary', 'pulsar']"
2538_atel,"['rxte', 'swift']","['x-ray binary', 'gx 304-1', 'pulsar']"
2539_atel,"['gamma', 'fermi']","['quasar', 'blazar']"
2541_atel,"['suzaku', 'maxi', 'isgri', 'integral', 'swift', 'rxte']","['x-ray binary', 'neutron star', 'star']"
2540_atel,"['swift', 'chandra x-ray observatory']","['x-ray source', 'neutron star', 'star']"
2542_atel,"['hess', 'magic', 'gamma']","['nebula', 'radio galaxy', 'galaxy']"
2543_atel,"['gamma', 'fermi']",['source not found']
2544_atel,"['swift', 'crts', 'palomar']","['galaxy', 'supernova', 'star', 'transient event']"
2545_atel,['rxte'],['source not found']
10578_gcn,['swift'],['grb']
10579_gcn,['swift'],['grb']
2546_atel,"['gamma', 'fast']","['mira variable', 'star']"
2548_atel,"['fast', 'swift', 'integral', 'isgri']",['grb060602b']
2549_atel,"['rossi x-ray timing explorer', 'rxte']",['source not found']
2547_atel,"['faulkes telescope south', 'maxi', 'most', 'swift', 'rxte']","['star', 'black hole']"
2553_atel,['telescope not found'],['source not found']
2554_atel,"['swift uvot', 'crts', 'swift']",['source not found']
2551_atel,"['agile', 'gamma']",['blazar']
2552_atel,"['agile', 'gamma']",['source not found']
10581_gcn,['swift'],"['x-ray source', 'grb']"
10585_gcn,['swift'],['grb']
10584_gcn,['swift'],['grb']
10583_gcn,['telescope not found'],['source not found']
10582_gcn,"['swift', 'master', 'pulkovo observatory']",['grb']
10580_gcn,"['gamma', 'swift']","['neutron star', 'sgr', 'magnetar', 'star']"
2560_atel,"['astron', 'fast']","['cloud', 'large magellanic cloud', 's doradus', 'total', 'star']"
2561_atel,"['most', 'integral', 'swift']",['total']
2562_atel,"['integral', 'swift', 'gamma']",['source not found']
2563_atel,['most'],"['x-ray source', 'radio source', 'galaxy']"
2564_atel,"['asca', 'integral', 'swift', 'rxte']","['x-ray source', 'pulsar']"
10595_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
2558_atel,['fast'],"['x-ray source', 'sun', 'radio source']"
10594_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
10593_gcn,['swift'],['grb']
2559_atel,['swift'],"['x-ray source', 'x-ray binary']"
2557_atel,"['integral', 'swift', 'gamma']",['source not found']
10591_gcn,['swift'],['grb']
2555_atel,['crts'],"['galaxy', 'supernova']"
10592_gcn,['swift'],"['grb', 'total']"
10586_gcn,['swift'],['grb']
10589_gcn,"['swift', 'faulkes telescope south']","['grb', 'total']"
10588_gcn,['swift'],['grb']
10587_gcn,['telescope not found'],['grb']
2556_atel,"['fast', 'most', 'swift uvot', 'swift', 'rxte']",['black hole']
10596_gcn,"['gamma', 'maxi']","['x-ray source', 'gamma-ray burst']"
2565_atel,"['swift', 'integral', 'rxte']","['x-ray binary', 'star']"
2566_atel,['swift'],"['x-ray source', 'supernova']"
10600_gcn,['swift'],['grb']
10598_gcn,['telescope not found'],"['grb', 'designation']"
10597_gcn,['fermi'],"['grb', 'total']"
10603_gcn,"['fermi', 'palomar']",['grb']
10602_gcn,['telescope not found'],['grb']
10601_gcn,"['swift', 'fermi']",['grb']
2570_atel,"['rxte', 'swift']","['x-ray binary', 'pulsar']"
2571_atel,"['hale', 'palomar', 'hale telescope']",['dione']
2569_atel,"['most', 'swift', 'rxte']","['neutron star', 'star', 'pulsar']"
2568_atel,"['rxte', 'swift']",['star']
2567_atel,"['most', 'swift', 'rxte']",['total']
10608_gcn,['telescope not found'],"['grb', 'gemini']"
10611_gcn,"['swift', 'very large array']","['grb', 'radio source']"
10607_gcn,['fermi'],"['grb', 'cloud', 'total']"
10609_gcn,"['swift', 'fermi']",['grb']
10606_gcn,"['gemini north', 'fermi']","['grb', 'gemini']"
10610_gcn,"['suzaku', 'fermi']",['grb']
10604_gcn,"['suzaku', 'swift']",['grb']
10605_gcn,['swift'],['source not found']
10612_gcn,['swift'],"['x-ray source', 'grb']"
10613_gcn,"['gamma', 'swift']",['grb']
10626_gcn,['swift'],['grb']
10625_gcn,['swift'],"['galaxy', 'grb']"
10624_gcn,"['swift', 'gemini north']","['grb', 'gemini']"
10622_gcn,['swift'],['grb']
10621_gcn,['telescope not found'],['grb']
10620_gcn,['telescope not found'],['grb']
10619_gcn,['telescope not found'],['grb']
10623_gcn,['giant metrewave radio telescope'],['grb']
10617_gcn,['telescope not found'],['grb']
10616_gcn,['telescope not found'],['grb']
10615_gcn,['swift'],['grb']
10614_gcn,['swift'],['grb']
2572_atel,['herschel space observatory'],['source not found']
2573_atel,"['maxi', 'swift', 'integral', 'isgri', 'rxte']",['black hole']
2574_atel,['telescope not found'],['source not found']
2575_atel,['lick'],['supernova']
10618_gcn,['fermi'],"['grb', 'sao']"
10638_gcn,['swift'],['grb']
10637_gcn,['telescope not found'],['grb']
10636_gcn,['telescope not found'],['grb']
10635_gcn,['rtt150'],"['grb', 'star']"
10634_gcn,"['azt-11', 'swift']","['grb', 'star']"
10629_gcn,"['gamma', 'swift']",['grb']
10632_gcn,"['swift', 'fermi']",['grb']
10631_gcn,['telescope not found'],['grb']
10630_gcn,['telescope not found'],['grb']
10628_gcn,['swift'],"['x-ray source', 'grb']"
10627_gcn,['swift'],"['grb', 'vega']"
10633_gcn,"['swift', 'master', 'pulkovo observatory']","['grb', 'sun']"
10639_gcn,['swift'],['grb']
2577_atel,['rxte'],['total']
2576_atel,"['rxte', 'swift']","['neutron star', 'pulsar', 'sun', 'star']"
10647_gcn,['westerbork synthesis radio telescope'],"['grb', 'radio source']"
10646_gcn,['rtt150'],['grb']
10645_gcn,['swift'],['grb']
10644_gcn,['telescope not found'],['grb']
10643_gcn,['rtt150'],"['grb', 'star']"
10642_gcn,['telescope not found'],"['grb', 'total']"
10641_gcn,['telescope not found'],['source not found']
10640_gcn,['swift'],['grb']
10649_gcn,"['very large array', 'fermi']",['grb']
2580_atel,"['hubble', 'palomar', 'swift', 'hale', 'hale telescope', 'hubble space telescope']",['supernova']
2579_atel,"['swift', 'faulkes telescope south', 'rxte']","['pulsar', 'star']"
10648_gcn,['swift'],"['grb', 'vega']"
10650_gcn,"['swift', 'very large array']",['grb']
2578_atel,"['most', 'master']",['source not found']
10664_gcn,['telescope not found'],"['grb', 'star']"
2581_atel,['telescope not found'],"['bl lac', 'total']"
2582_atel,"['swift', 'fermi', 'gamma']",['quasar']
2583_atel,"['gamma', 'fermi']","['radio source', 'quasar']"
10665_gcn,['telescope not found'],"['grb', 'star']"
10663_gcn,['swift'],['source not found']
10651_gcn,['swift'],"['moon', 'grb']"
10661_gcn,['swift'],"['grb', 'grb 060218', 'supernova']"
10660_gcn,['swift'],['grb']
10652_gcn,['swift'],['grb']
10653_gcn,"['most', 'swift']",['grb']
10654_gcn,['swift'],['source not found']
10655_gcn,['swift'],['source not found']
10659_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
10656_gcn,['swift'],['source not found']
10657_gcn,"['swift', 'iac80']",['total']
10658_gcn,['swift'],['grb']
10662_gcn,['swift'],['source not found']
10670_gcn,['swift'],['grb']
10666_gcn,['swift'],"['grb', 'total']"
10667_gcn,['swift'],"['x-ray source', 'grb']"
10668_gcn,['swift'],['grb']
10669_gcn,['swift'],['grb']
10676_gcn,['swift'],"['grb', 'total']"
10689_gcn,['swift'],['grb']
10688_gcn,['swift'],['grb']
10686_gcn,['swift'],['grb']
10687_gcn,['liverpool telescope'],"['grb', 'total']"
10685_gcn,['swift'],['grb']
10675_gcn,['swift'],"['grb', 'vega']"
10671_gcn,['telescope not found'],"['moon', 'grb']"
10673_gcn,['swift'],"['x-ray source', 'grb']"
10684_gcn,['telescope not found'],['grb']
10683_gcn,['swift'],"['grb', 'cloud', 'total']"
10682_gcn,['gemini north'],"['grb', 'vega', 'gemini']"
10674_gcn,['swift'],['grb']
10680_gcn,['telescope not found'],['grb']
10679_gcn,['telescope not found'],"['grb', 'total']"
10678_gcn,['telescope not found'],"['grb', 'total']"
10677_gcn,['swift'],['grb']
10672_gcn,['telescope not found'],['grb']
10681_gcn,['swift'],['grb']
10691_gcn,['swift'],['grb']
2584_atel,"['gamma', 'fermi']",['blazar']
2585_atel,['swift'],['pulsar']
10690_gcn,['gemini north'],"['grb', 'vega', 'galaxy', 'gemini']"
2586_atel,['telescope not found'],['total']
2587_atel,['very large array'],['radio source']
10692_gcn,['gemini north'],"['grb', 'galaxy', 'gemini']"
10693_gcn,"['azt-11', 'swift']","['grb', 'star']"
10695_gcn,"['azt-11', 'swift']","['grb', 'star']"
10696_gcn,['swift'],"['grb', 'total']"
2588_atel,"['swift', 'isgri']","['x-ray source', 'x-ray binary', 'pulsar']"
10697_gcn,"['westerbork synthesis radio telescope', 'fermi']",['grb']
10700_gcn,['rtt150'],"['grb', 'galaxy', 'moon', 'star']"
10701_gcn,['very large array'],"['grb', 'radio source']"
10699_gcn,['swift'],['source not found']
10702_gcn,"['swift', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
10704_gcn,['swift'],['grb']
10705_gcn,['telescope not found'],['moon']
10706_gcn,['telescope not found'],"['grb', 'gemini']"
10703_gcn,['swift'],['grb']
