telegram_index,telescope,source
29005_gcn,['swift'],"['x-ray source', 'grb']"
29004_gcn,"['swift', 'master', 'pulkovo observatory']","['sun', 'grb201209.24']"
29003_gcn,"['swift', 'fermi', 'astrosat']",['grb']
29015_gcn,['fermi'],"['pan', 'grb']"
14253_atel,['ztf'],['galaxy']
29007_gcn,"['swift', 'lick']",['grb']
14256_atel,"['most', 'nasa infrared telescope facility', 'infrared telescope facility', 'nasa infrared telescope']",['source not found']
14254_atel,"['swift', 'maxi']","['x-ray binary', 'neutron star', 'sun', 'star']"
14255_atel,"['gamma', 'icecube']","['cygnus', 'total', 'star']"
14258_atel,"['ztf', 'integral', 'atlas', 'panstarrs']",['atlas']
14257_atel,"['ztf', 'antares', 'lick']",['source not found']
29023_gcn,"['antares', 'alexis', 'icecube']",['icecube-201209a']
29024_gcn,"['fermi', 'gamma', 'icecube']","['gamma-ray source', 'ic201209a']"
29025_gcn,"['fermi', 'most', 'gamma', 'icecube']",['grb']
29022_gcn,"['icecube', 'master', 'pulkovo observatory']",['sun']
14263_atel,['telescope not found'],"['galaxy', 'star']"
14262_atel,"['yse', 'ztf']","['galaxy', 'supernova']"
29027_gcn,['icecube'],['icecube-201209a']
29028_gcn,"['merlin', 'european vlbi network']","['grb', 'radio source']"
29029_gcn,"['ztf', 'planck']","['grb', 'at2020scz', 'ztf20abwysqy', 'galaxy', 'leo', 'gemini']"
14261_atel,"['gamma', 'fermi']","['gamma-ray source', 'radio source']"
14260_atel,"['gamma', 'fermi']",['quasar']
29026_gcn,['swift'],['grb']
29030_gcn,"['swift uvot', 'swift', 'fast']","['grb', 'aries']"
29031_gcn,"['palomar', 'wis', 'most', 'ztf']",['icecube-201209a']
29032_gcn,['telescope not found'],"['grb', 'optical source']"
29033_gcn,"['most', 'azt-22', 'azt-20']","['grb', 'supernova', 'sao', 'galaxy', 'star']"
29034_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
14266_atel,"['ztf', 'integral']","['pan', 'milky way']"
14265_atel,"['swift', 'fermi', 'gamma']",['quasar']
29043_gcn,['swift'],"['x-ray source', 'grb']"
29038_gcn,['telescope not found'],"['gw170817', 'total']"
29040_gcn,"['gamma', 'integral']",['grb201214a']
29039_gcn,"['gamma', 'https://heasarc.gsfc.nasa.gov/ftp/fermi/data/gbm/triggers/2020/bn201214672/quicklook/glg_lc_medres34_bn201214672.gif', 'fermi']","['gamma-ray burst', 'grb']"
29037_gcn,"['gamma', 'isgri']",['source not found']
29036_gcn,"['integral', 'swift']","['x-ray source', 'grb']"
29035_gcn,"['iac', 'integral', 'master', 'pulkovo observatory']","['grb201214.26', 'sun']"
29041_gcn,"['gamma', 'chandra x-ray observatory']","['neutron star', 'gw170817', 'kilonova', 'total', 'star']"
14264_atel,"['magic', 'neil gehrels swift observatory', 'swift', 'gamma']","['nebula', 'blazar']"
29050_gcn,"['swift', 'astrosat', 'gamma']","['grb', 'total']"
29045_gcn,"['swift', 'fermi']",['grb']
29046_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
29047_gcn,"['gamma', 'fermi']",['gamma-ray burst']
29048_gcn,"['integral', 'swift']","['x-ray source', 'grb']"
29049_gcn,['gamma'],['grb']
14267_atel,"['ans', 'asiago']",['star']
29051_gcn,"['fermi', 'master', 'pulkovo observatory']","['grb', 'sun']"
29052_gcn,['swift'],['grb']
14268_atel,"['swift', 'magic', 'gamma']","['nebula', 'total', 'blazar']"
29044_gcn,"['fermi', 'master', 'pulkovo observatory']","['grb', 'sun']"
14269_atel,"['ztf', 'panstarrs']",['galaxy']
14270_atel,['australia telescope compact array'],"['supernova', 'radio source']"
14271_atel,"['shane telescope', 'yse', 'lick']",['galaxy']
29063_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
29062_gcn,"['swift', 'master', 'pulkovo observatory']","['sun', 'grb201216.96']"
29061_gcn,"['swift', 'neil gehrels swift observatory']",['grb']
29060_gcn,"['fermi', 'master', 'pulkovo observatory']","['grb', 'sun']"
29058_gcn,['agile'],"['grb', 'total']"
29057_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
29056_gcn,"['swift', 'fermi']","['grb', 'total']"
29055_gcn,['gamma'],"['gw170817', 'total']"
29054_gcn,"['swift', 'fermi', 'lowell discovery telescope']","['grb', 'galaxy', 'optical source']"
29053_gcn,['very large array'],"['gw170817', 'neutron star', 'star']"
29059_gcn,"['swift', 'fermi', 'gamma']",['grb']
14276_atel,"['swift', 'gamma', 'neil gehrels swift observatory']",['blazar']
14275_atel,"['fermi', 'magic', 'swift', 'gamma']",['grb']
14274_atel,"['integral', 'atlas', 'gaia']","['variable star', 'atlas', 'eclipsing dwarf', 'eclipsing binary', 'star']"
14273_atel,['asiago'],['galaxy']
14272_atel,['telescope not found'],"['aries', 'star']"
14277_atel,"['swift', 'magic', 'icecube']",['grb']
29077_gcn,"['fermi', 'magic', 'most', 'heth']",['grb']
29078_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
29074_gcn,"['swift', 'fermi', 'astrosat']","['grb', 'total']"
29068_gcn,"['iac', 'master', 'pulkovo observatory']",['sun']
29069_gcn,"['swift', 'fermi']",['grb']
29070_gcn,['fermi'],['grb201216c']
29071_gcn,['swift'],['grb']
29072_gcn,"['swift', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
29073_gcn,"['swift', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
29076_gcn,"['fermi', 'magic', 'swift', 'gamma']",['grb']
29065_gcn,['swift'],"['x-ray source', 'grb']"
29064_gcn,['telescope not found'],"['x-ray source', 'grb']"
29067_gcn,['swift'],['grb']
29066_gcn,"['swift', 'fermi']","['pan', 'grb']"
29089_gcn,"['iac', 'fermi', 'master', 'pulkovo observatory']","['grb', 'sun']"
14278_atel,['telescope not found'],"['cloud', 'large magellanic cloud', 'supernova', 'moon', 'carbon star', 'star']"
29088_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
29087_gcn,"['iac', 'fermi', 'master', 'pulkovo observatory']","['grb', 'sun']"
29086_gcn,"['hawc', 'fermi', 'most', 'swift', 'gamma']",['grb']
29084_gcn,"['planck', 'fermi', 'magic', 'swift', 'astrosat']","['grb', 'total']"
29083_gcn,"['gamma', 'fermi']",['gamma-ray burst']
29082_gcn,['maxi'],['icecube-201209a']
29081_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
29080_gcn,['swift'],['grb']
29079_gcn,"['fermi', 'master', 'pulkovo observatory']","['grb', 'sun']"
14280_atel,"['swift', 'fermi', 'gamma']",['quasar']
14279_atel,"['agile', 'fermi', 'gamma']","['gamma-ray source', 'quasar']"
14281_atel,"['ztf', 'antares', 'lick']",['source not found']
29093_gcn,['telescope not found'],['grb']
29092_gcn,"['integral', 'swift']","['grb', 'total']"
29091_gcn,"['swift', 'integral', 'fast']","['grb', 'aries']"
29090_gcn,"['swift', 'fermi']","['grb', 'sun']"
14282_atel,"['maxi', 'fast']","['x-ray source', 'sun']"
29094_gcn,['telescope not found'],['grb']
29095_gcn,['fermi'],"['grb', 'total']"
29099_gcn,"['gamma', 'swift']",['grb201221a']
29097_gcn,['swift'],['grb']
29114_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
29113_gcn,['swift'],['grb']
29112_gcn,['swift'],"['x-ray source', 'grb']"
29111_gcn,['swift'],['grb']
29110_gcn,"['fermi', 'most', 'swift', 'gamma']",['grb']
29109_gcn,['swift'],['grb']
29108_gcn,['swift'],['grb']
29107_gcn,"['iac', 'swift', 'master', 'pulkovo observatory']","['sun', 'grb201221.78', 'moon']"
29096_gcn,['swift'],"['x-ray source', 'grb']"
29105_gcn,['swift'],['grb']
29104_gcn,"['fermi', 'gamma', 'icecube']",['icecube-201221a']
29103_gcn,"['integral', 'isgri', 'gamma']","['grb', 'icecube-201221a']"
29102_gcn,"['icecube', 'fermi']",['source not found']
29101_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
29100_gcn,['telescope not found'],['grb']
29098_gcn,"['swift', 'master', 'pulkovo observatory']","['grb', 'sun']"
29106_gcn,"['swift', 'neil gehrels swift observatory']",['grb']
29133_gcn,['telescope not found'],"['galaxy', 'grb']"
29135_gcn,"['fermi', 'gamma', 'icecube']","['gamma-ray source', 'ic201221a']"
29136_gcn,"['fermi', 'gamma', 'icecube']","['gamma-ray source', 'ic201222a']"
29137_gcn,"['most', 'swift']","['galaxy', 'grb']"
29138_gcn,['swift'],['x-ray source']
14286_atel,"['shane telescope', 'yse', 'ztf']",['galaxy']
29141_gcn,"['lcogt', 'wis', 'most', 'swift']","['grb', 'pan', 'galaxy']"
29142_gcn,"['mmt', 'swift']","['grb', 'milky way']"
29132_gcn,['gran telescopio canarias'],['grb']
14285_atel,"['swift', 'fermi', 'gamma']",['quasar']
14284_atel,['tess'],['source not found']
14283_atel,['master'],['source not found']
29140_gcn,"['swift', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
29131_gcn,"['integral', 'isgri', 'gamma']","['grb', 'icecube-201222a']"
29139_gcn,['swift'],['grb']
29129_gcn,['swift'],['grb']
29115_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
29116_gcn,['swift'],['grb']
29117_gcn,['nordic optical telescope'],"['pan', 'grb']"
29118_gcn,['panstarrs'],"['grb', 'optical source']"
29130_gcn,['swift'],"['grb', 'total']"
29119_gcn,['swift'],['grb']
29120_gcn,"['icecube', 'fermi']",['source not found']
29121_gcn,"['fermi', 'master', 'pulkovo observatory']","['grb', 'sun']"
29134_gcn,"['fermi', 'gamma', 'icecube']",['icecube-201222a']
29123_gcn,"['icecube', 'master', 'pulkovo observatory']",['sun']
29124_gcn,['swift'],['grb']
29128_gcn,"['lowell discovery telescope', 'swift']","['grb', 'pan', 'galaxy']"
29127_gcn,"['gamma', 'fermi']",['gamma-ray burst']
29126_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
29125_gcn,['swift'],['grb201221d']
29122_gcn,"['swift', 'master', 'pulkovo observatory']","['grb', 'sun']"
14287_atel,"['gamma', 'fermi']",['quasar']
14288_atel,"['very large array', 'icecube', 'gaia']","['bl lac', 'blazar', 'vega', 'radio source', 'galaxy', 'radio-loud source', 'icecube-201221a']"
29161_gcn,"['swift', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
29160_gcn,"['swift', 'lijiang', 'master']",['grb']
29159_gcn,['swift'],['grb']
29158_gcn,"['swift', 'neil gehrels swift observatory']","['x-ray source', 'grb']"
29157_gcn,"['swift', 'master', 'pulkovo observatory']",['grb201223.75']
29156_gcn,"['swift', 'master', 'pulkovo observatory']","['sun', 'grb201223.75']"
29154_gcn,['icecube'],['icecube-201222a']
29153_gcn,['icecube'],['icecube-201221a']
29152_gcn,"['hawc', 'most', 'gamma', 'icecube']",['source not found']
29149_gcn,['telescope not found'],['grb']
29148_gcn,['panstarrs'],"['grb', 'aries', 'galaxy']"
29147_gcn,"['gamma', 'fermi']","['grb', 'total']"
29146_gcn,['gamma'],['grb']
29145_gcn,"['fermi', 'master', 'pulkovo observatory']","['grb201223.17', 'sun']"
29144_gcn,['submillimeter array'],['grb201221d']
29143_gcn,"['fermi', 'master', 'pulkovo observatory']","['grb', 'sun']"
29155_gcn,"['swift', 'icecube']",['total']
29150_gcn,"['swift', 'planck', 'fermi']","['grb', 'total']"
14289_atel,"['swift', 'master']","['grb', 'sao', 'grb201223a']"
29173_gcn,"['swift', 'fermi', 'fast']","['grb', 'aries']"
29174_gcn,['telescope not found'],['grb']
29171_gcn,['swift'],"['grb', 'total']"
29170_gcn,['swift'],['grb']
29169_gcn,"['heth', 'nordic optical telescope']",['grb']
29162_gcn,"['master', 'pulkovo observatory']",['sun']
29163_gcn,['swift'],['grb']
29164_gcn,['swift'],"['grb', 'total']"
29165_gcn,['telescope not found'],"['pan', 'grb']"
29166_gcn,['telescope not found'],['grb']
29167_gcn,['telescope not found'],['grb']
29168_gcn,"['swift', 'master', 'panstarrs']",['grb']
29172_gcn,"['palomar', 'wis', 'most', 'ztf']",['icecube-201222a']
14291_atel,['nustar'],['source not found']
14290_atel,"['nustar', 'maxi']","['x-ray source', 'sun']"
14293_atel,"['gamma', 'fermi']",['quasar']
14292_atel,"['nustar', 'maxi']","['x-ray nova', 'black hole']"
29175_gcn,"['master', 'pulkovo observatory']",['sun']
29177_gcn,['swift'],['grb']
29176_gcn,"['himalayan chandra telescope', 'swift']",['grb']
14294_atel,"['agile', 'fermi', 'gamma']","['gamma-ray source', 'quasar']"
29180_gcn,['swift'],"['grb', 'total']"
29179_gcn,"['agile', 'fermi']","['grb', 'total']"
29178_gcn,"['fermi', 'master', 'pulkovo observatory']","['sun', 'grb201226.55']"
29185_gcn,['swift'],"['x-ray source', 'grb']"
29184_gcn,['swift'],"['x-ray source', 'grb']"
29183_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
29182_gcn,"['agile', 'fermi', 'swift', 'integral']","['grb', 'sun']"
29187_gcn,"['agile', 'fermi', 'gamma']","['grb', 'total']"
29181_gcn,['azt-22'],"['ztf20acozryr', 'grb', 'at2020yxz']"
29186_gcn,"['gamma', 'fermi']","['grb', 'total']"
29189_gcn,"['fermi', 'master', 'pulkovo observatory']","['grb', 'sun']"
29191_gcn,"['fermi', 'most', 'azt-22', 'azt-20', 'pulkovo observatory']",['grb']
29190_gcn,"['master', 'pulkovo observatory']",['sun']
29188_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
14296_atel,"['gamma', 'fermi']","['radio source', 'gamma-ray source', 'blazar']"
29199_gcn,['swift'],['grb']
29198_gcn,['azt-22'],['grb']
29197_gcn,"['fermi', 'master', 'pulkovo observatory']","['grb', 'sun']"
29196_gcn,['agile'],"['grb', 'total']"
29195_gcn,"['gamma', 'fermi']",['gamma-ray burst']
29194_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
29193_gcn,['swift'],['grb']
29192_gcn,"['swift', 'neil gehrels swift observatory']","['x-ray source', 'grb']"
14295_atel,"['integral', 'isgri']","['x-ray binary', 'high mass x-ray binary']"
29209_gcn,"['master', 'pulkovo observatory']",['sun']
29208_gcn,['telescope not found'],"['grb', 'kilonova']"
29200_gcn,['swift'],"['grb', 'total']"
29201_gcn,['swift'],['grb']
29202_gcn,['swift'],"['grb', 'total']"
29203_gcn,"['swift', 'panstarrs']","['grb', 'optical source']"
29204_gcn,['swift'],"['grb', 'sao']"
29205_gcn,['telescope not found'],"['grb', 'sao', 'star']"
29206_gcn,"['agile', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
29207_gcn,"['swift', 'fermi', 'skymapper', 'vlt survey telescope']","['grb', 'galaxy', 'total']"
29212_gcn,"['iac', 'fermi', 'master', 'pulkovo observatory']","['sun', 'grb201231.61']"
29211_gcn,"['fermi', 'master', 'pulkovo observatory']","['grb201231.45', 'sun']"
29210_gcn,['azt-22'],['grb']
14298_atel,"['swift', 'maxi', 'neil gehrels swift observatory']","['cygnus x-3', 'cygnus', 'galaxy']"
14297_atel,"['gamma', 'fast']","['gamma-ray binary', 'neutron star', 'magnetar', 'star']"
29215_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
29213_gcn,['swift'],"['grb', 'sao']"
29214_gcn,"['fermi', 'master', 'pulkovo observatory']","['sun', 'grb201231.55']"
29218_gcn,"['fermi', 'master', 'pulkovo observatory']","['sun', 'grb210101.86']"
29216_gcn,"['gamma', 'fermi']",['gamma-ray burst']
29217_gcn,"['iac', 'fermi', 'master', 'pulkovo observatory']","['sun', 'grb201231.62']"
29225_gcn,"['master', 'maxi', 'pulkovo observatory']","['sun', 'grb210102.38']"
29224_gcn,"['swift', 'maxi']","['x-ray source', 'grb']"
29223_gcn,['maxi'],['source not found']
29222_gcn,"['iac', 'fermi', 'master', 'pulkovo observatory']","['grb', 'sun']"
29221_gcn,['integral'],['total']
29220_gcn,"['swift', 'neil gehrels swift observatory']",['grb']
29219_gcn,"['swift', 'master', 'pulkovo observatory']","['sun', 'grb210102.01']"
14299_atel,"['swift', 'fermi', 'gamma']","['x-ray source', 'gamma-ray source', 'star']"
29226_gcn,"['swift', 'neil gehrels swift observatory']","['grb', 'sun']"
29228_gcn,"['swift', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
29227_gcn,"['swift', 'master', 'pulkovo observatory']","['grb', 'sun']"
29229_gcn,"['fermi', 'master', 'pulkovo observatory']","['grb', 'sun']"
29230_gcn,"['swift', 'maxi']","['x-ray source', 'grb', 'total']"
29231_gcn,['swift'],['grb']
29249_gcn,"['swift', 'master']","['grb', 'optical source']"
29248_gcn,"['fermi', 'swift', 'master', 'pulkovo observatory']",['grb']
29247_gcn,['swift'],['grb']
29246_gcn,"['swift', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
29245_gcn,['swift'],['grb']
29244_gcn,"['swift', 'maxi']","['x-ray source', 'grb']"
29243_gcn,['swift'],"['x-ray source', 'grb']"
29242_gcn,"['swift', 'master', 'pulkovo observatory']","['sun', 'grb210104.88']"
29241_gcn,"['swift uvot', 'swift', 'fermi']","['grb', 'total']"
14300_atel,"['ztf', 'faulkes telescope north']","['galaxy', 'supernova', 'milky way']"
29239_gcn,"['fermi', 'master', 'pulkovo observatory']","['grb', 'sun']"
29232_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
29233_gcn,"['swift', 'neil gehrels swift observatory']","['x-ray source', 'grb']"
29234_gcn,"['gamma', 'fermi']",['gamma-ray burst']
29240_gcn,"['maxi', 'panstarrs', 'azt-20', 'pulkovo observatory']",['grb']
29236_gcn,"['swift', 'fermi', 'lijiang']",['grb']
29237_gcn,"['swift', 'fermi']","['grb', 'total']"
29238_gcn,"['fermi', 'panstarrs', 'azt-20', 'pulkovo observatory']",['grb']
29235_gcn,['telescope not found'],['grb']
29259_gcn,['swift'],['grb']
29265_gcn,"['fermi', 'panstarrs', 'azt-20', 'pulkovo observatory']",['grb']
29264_gcn,"['iac', 'fermi', 'master', 'pulkovo observatory']","['grb', 'sun']"
29263_gcn,"['hubble', 'hubble space telescope']","['gw170817', 'total']"
29262_gcn,"['swift', 'atlas']",['grb210104a']
29261_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
29260_gcn,['swift'],"['grb', 'total']"
29266_gcn,['swift'],['grb']
29257_gcn,"['swift', 'fermi', 'fast']","['grb', 'aries']"
29256_gcn,['swift'],"['grb', 'total']"
29255_gcn,['azt-20'],['grb']
29254_gcn,['telescope not found'],['grb']
29253_gcn,['swift'],['grb']
29252_gcn,['telescope not found'],['grb']
29251_gcn,['swift'],['grb']
14301_atel,['fermi'],"['x-ray binary', 'pulsar']"
29258_gcn,"['swift', 'fermi']",['grb']
29250_gcn,"['swift', 'panstarrs']","['grb', 'optical source']"
29273_gcn,"['swift', 'fermi']",['grb']
29267_gcn,"['fermi', 'master', 'pulkovo observatory']","['sun', 'grb210106.01']"
29268_gcn,"['swift', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
29269_gcn,['telescope not found'],['grb']
29270_gcn,"['maxi', 'panstarrs', 'azt-20', 'pulkovo observatory']",['grb']
29271_gcn,"['swift', 'maxi']","['grb', 'total']"
29272_gcn,"['fermi', 'master', 'pulkovo observatory']","['grb210106.22', 'sun']"
14304_atel,['telescope not found'],['galaxy']
14302_atel,"['most', 'swift', 'neil gehrels swift observatory']","['x-ray binary', 'sun', 'neutron star', 'star']"
14303_atel,"['neutron star interior composition explorer', 'neil gehrels swift observatory', 'nustar', 'swift', 'nicer', 'neutron star interior', 'gamma']","['x-ray binary', 'neutron star', 'sun', 'star']"
14305_atel,"['shane telescope', 'ztf']","['galaxy', 'ztf20acuhgar']"
29277_gcn,['fermi'],"['grb', 'sao']"
29275_gcn,['telescope not found'],['grb']
29274_gcn,['fermi'],"['total', 'grb210104a']"
29276_gcn,"['agile', 'fermi', 'swift', 'gamma']",['grb']
14306_atel,['telescope not found'],"['sgr', 'black hole', 'star']"
14307_atel,"['integral', 'isgri', 'fermi']",['total']
29280_gcn,['swift'],"['grb', 'total']"
29281_gcn,['telescope not found'],"['grb', 'sgr', 'galaxy']"
14308_atel,"['swift', 'fermi', 'maxi']",['pulsar']
29279_gcn,"['gamma', 'fermi']",['gamma-ray burst']
29278_gcn,['swift'],"['grb', 'total']"
29282_gcn,['maxi'],['source not found']
14309_atel,"['crts', 'integral']",['source not found']
29285_gcn,"['master', 'maxi', 'pulkovo observatory']","['sun', 'grb210110.64']"
29286_gcn,"['fermi', 'pulkovo observatory']",['grb']
29284_gcn,['maxi'],['source not found']
29283_gcn,"['fermi', 'panstarrs', 'azt-20', 'pulkovo observatory']",['grb']
29287_gcn,"['hawc', 'gamma', 'icecube']",['source not found']
14310_atel,['telescope not found'],['quasar']
14311_atel,"['gamma', 'fermi']",['quasar']
29288_gcn,"['integral', 'isgri', 'gamma']",['grb']
14313_atel,['telescope not found'],"['galaxy', 'supernova']"
14312_atel,"['shane telescope', 'ztf', 'yse', 'atlas']","['galaxy', 'atlas']"
14314_atel,['giant metrewave radio telescope'],['supernova']
29289_gcn,"['swift', 'neil gehrels swift observatory']","['x-ray source', 'grb']"
14318_atel,"['magic', 'gamma']",['blazar']
14316_atel,"['gemini north', 'liverpool telescope', 'gaia']","['gemini', 'microlensing event']"
14317_atel,"['neutron star interior composition explorer', 'neil gehrels swift observatory', 'most', 'swift', 'nicer', 'neutron star interior']","['x-ray binary', 'neutron star', 'star']"
29296_gcn,"['agile', 'panstarrs']","['galaxy', 'grb']"
29295_gcn,['swift'],"['grb', 'total']"
29294_gcn,"['hawc', 'antares', 'alexis']",['source not found']
29293_gcn,"['agile', 'swift']",['grb']
29292_gcn,['swift'],['grb']
29291_gcn,['telescope not found'],"['grb', 'total']"
29290_gcn,['swift'],['grb']
14319_atel,['yse'],['galaxy']
29301_gcn,"['agile', 'swift', 'fast']","['grb', 'aries']"
29298_gcn,"['hawc', 'maxi']",['source not found']
29299_gcn,"['swift', 'fermi', 'astrosat']","['grb', 'total']"
29300_gcn,['agile'],"['grb', 'vega']"
29302_gcn,['telescope not found'],['grb']
29297_gcn,['swift'],['grb']
14322_atel,['master'],['source not found']
14321_atel,['master'],['source not found']
14320_atel,"['ztf', 'yse', 'hiltner telescope']","['galaxy', 'supernova']"
14324_atel,"['ztf', 'antares', 'lick']","['galaxy', 'supernova']"
14323_atel,['telescope not found'],['source not found']
29303_gcn,['swift'],['grb']
29304_gcn,"['swift uvot', 'swift', 'james clerk maxwell telescope']",['grb']
29305_gcn,"['ztf', 'fast', 'wis']","['ztf21aaeyldq', 'at2021any']"
29307_gcn,"['fast', 'gran telescopio canarias']","['grb', 'ztf21aaeyldq', 'star']"
29310_gcn,"['ztf', 'nordic optical telescope']","['at2021any', 'grb', 'ztf21aaeyldq', 'pan']"
29311_gcn,['large binocular telescope'],"['grb', 'vega', 'total']"
29313_gcn,"['swift', 'neil gehrels swift observatory']","['at2021any', 'grb', 'ztf21aaeyldq']"
29314_gcn,"['most', 'integral', 'isgri', 'gamma']",['grb']
29315_gcn,"['agile', 'swift']","['grb', 'total']"
29312_gcn,['ztf'],"['ztf21aaeyldq', 'at2021any']"
29308_gcn,"['ztf', 'fast']","['grb', 'aries', 'ztf21aaeyldq']"
29306_gcn,['telescope not found'],"['grb', 'supernova', 'total', 'galaxy', 'pan']"
29309_gcn,"['ztf', 'lowell discovery telescope', 'fast']",['ztf21aaeyldq']
14325_atel,"['most', 'merlin']",['star']
14326_atel,"['ztf', 'nordic optical telescope']","['galaxy', 'p cygni']"
14327_atel,"['nustar', 'maxi']","['neutron star', 'black hole', 'sun', 'star']"
14328_atel,['magic'],['blazar']
14329_atel,['telescope not found'],['source not found']
14330_atel,"['gamma', 'fermi']",['source not found']
29316_gcn,"['ztf', 'fast']",['ztf21aaeyldq']
29321_gcn,['telescope not found'],"['grb', 'ztf21aaeyldq', 'star']"
29320_gcn,['fermi'],"['galaxy', 'grb']"
29319_gcn,"['agile', 'swift']","['galaxy', 'grb']"
29318_gcn,"['swift', 'fermi', 'astrosat']","['grb', 'supernova', 'star']"
29317_gcn,"['fermi', 'master', 'pulkovo observatory']","['sun', 'grb210117.46']"
29325_gcn,"['fermi', 'pulkovo  observatory', 'master']",['grb']
29322_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
29324_gcn,"['fermi', 'master', 'pulkovo observatory']","['grb', 'sun']"
29323_gcn,"['swift', 'gamma', 'neil gehrels swift observatory']","['sgr', 'grb', 'sun']"
14333_atel,"['most', 'integral', 'isgri']","['x-ray binary', 'neutron star', 'star']"
29326_gcn,"['gamma', 'swift']","['grb', 'total']"
29328_gcn,"['swift', 'fermi', 'gamma']","['sgr', 'grb', 'gamma-ray burst']"
29327_gcn,"['ztf', 'large binocular telescope']","['ztf21aaeyldq', 'total']"
29329_gcn,"['swift', 'fermi', 'gamma']","['grb', 'total']"
29331_gcn,"['swift', 'fermi']","['sgr', 'grb', 'total']"
14332_atel,"['swift', 'nicer']","['x-ray binary', 'neutron star', 'total', 'star']"
29332_gcn,"['swift', 'gamma', 'fast']","['sgr', 'grb']"
29333_gcn,['panstarrs'],"['grb', 'aries']"
29334_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
29335_gcn,"['gamma', 'fermi']",['gamma-ray burst']
14334_atel,['gamma'],"['bl lac', 'blazar']"
29338_gcn,['fermi'],['grb']
29339_gcn,"['fermi', 'panstarrs', 'fast', 'most', 'master', 'pulkovo observatory']","['galaxy', 'at2021axc', 'grb210120a']"
14339_atel,"['fermi', 'fast', 'panstarrs', 'most', 'master']","['grb', 'at2021axc', 'galaxy', 'grb210120a']"
14338_atel,['palomar'],"['aries', 'star']"
14337_atel,['very large array'],['at2020zso']
14336_atel,"['gamma', 'meerkat']","['total', 'black hole']"
14335_atel,"['sas-3', 'fermi', 'maxi', 'integral', 'swift', 'isgri', 'rxte']","['total', 'pulsar']"
29337_gcn,['telescope not found'],"['grb', 'aries', 'star']"
29336_gcn,"['fermi', 'master', 'pulkovo observatory']","['grb', 'sun']"
14341_atel,"['most', 'swift', 'neil gehrels swift explorer', 'ogle']","['white dwarf', 'neutron star', 'cloud', 'star', 'small magellanic cloud']"
29340_gcn,['astrosat'],"['grb', 'total']"
29341_gcn,"['master', 'fermi']","['at2021axc', 'grb']"
14340_atel,"['south telescope', 'gemini south']","['black hole', 'be star', 'gemini', 'star']"
14342_atel,"['gamma', 'nicer']",['blazar']
29342_gcn,['astrosat'],"['grb', 'total']"
29343_gcn,"['ztf', 'very large array']","['ztf21aaeyldq', 'at2021any']"
29344_gcn,"['ztf', 'astrosat']","['at2021any', 'grb', 'ztf21aaeyldq', 'galaxy']"
29345_gcn,"['fermi', 'master', 'fast']","['grb', 'aries', 'at2021axc']"
29346_gcn,['gamma'],"['grb', 'total']"
29347_gcn,['telescope not found'],"['grb', 'sun', 'total']"
29348_gcn,['integral'],"['grb', 'sun']"
14343_atel,['fast'],"['aries', 'blazar']"
29350_gcn,['telescope not found'],"['grb', 'sun', 'long burst']"
29349_gcn,"['gamma', 'integral']","['grb', 'total']"
14344_atel,"['swift', 'maxi', 'neil gehrels swift observatory']",['source not found']
29351_gcn,"['integral', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
14346_atel,"['gamma', 'fermi']",['quasar']
14345_atel,['master'],['blazar']
29355_gcn,['integral'],"['sgr', 'grb', 'sun']"
29354_gcn,"['gamma', 'fermi']",['gamma-ray burst']
29353_gcn,['gamma'],"['grb', 'total']"
29352_gcn,"['fermi', 'master', 'pulkovo observatory']","['sun', 'grb210125.37']"
29357_gcn,['telescope not found'],"['grb', 'total']"
